conversation_history	query	rewrited_query	answer	unique_idx	refered_turn	candidates
"['turn 1: Select multiple images to include in a photo collage. -> Here are the images you picked for the collage:\n- content://gallery/holiday1.jpg\n- content://gallery/holiday2.jpg\n- content://gallery/holiday3.jpg\n- content://gallery/holiday4.jpg', ""turn 2: Start my smartphone's camera in still image mode to snap a photo. -> Photo mode initiated. Feel free to take a snapshot."", 'turn 3: Pick content://gallery/holiday1.jpg, content://gallery/holiday2.jpg, content://gallery/holiday3.jpg, and content://gallery/holiday4.jpg all. -> All set! You selected:\n- content://gallery/holiday1.jpg\n- content://gallery/holiday2.jpg\n- content://gallery/holiday3.jpg\n- content://gallery/holiday4.jpg', ""turn 4: Create a new PDF named HolidayCollage.pdf and import content://gallery/holiday1.jpg, content://gallery/holiday2.jpg, content://gallery/holiday3.jpg, and content://gallery/holiday4.jpg all into it. -> All done! 'HolidayCollage.pdf' has been generated at content://documents/HolidayCollage.pdf.""]"	Create a new PDF named PhotoCollage.pdf including those images	Save that photo as a JPEG file named GalleryPic.jpg	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/pdf', 'initial_name': 'PhotoCollage.pdf'}}	ACTION_GET_CONTENT-171-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_CREATE_DOCUMENT-1-ACTION_CREATE_DOCUMENT-1	1	['send_message', 'ACTION_CREATE_DOCUMENT', 'launch_application', 'INTENT_ACTION_VIDEO_CAMERA', 'ACTION_OPEN_DOCUMENT']
"['turn 1: Fetch one image from my gallery. -> Opening image gallery—select one photo.', ""turn 2: Arrange an event 'Wine Tasting' described as an evening of sampling fine wines at Vineyard Estate, starting at 1702800000000 and ending at 1702805400000. -> I've added 'Wine Tasting' at Vineyard Estate for December 18, 2023 from 7:00\xa0PM to 8:30\xa0PM. Event link: content://calendar/event/8."", ""turn 3: I require my video camera to be launched, please open the video recording mode. -> Video camera launched—you're all set to record!"", 'turn 4: Select a couple of the videos I recorded -> Nice picks! You selected: content://camera/vid1.mp4, content://camera/vid2.mp4']"	Save that photo as a JPEG file named GalleryPic.jpg	Save the selections into a text file named PreviewList.txt	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'image/jpeg', 'initial_name': 'GalleryPic.jpg'}}	ACTION_GET_CONTENT-205-ACTION_INSERT_EVENT-1_NR-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_CREATE_DOCUMENT-1	1	['ACTION_VIDEO_CAPTURE', 'ACTION_EDIT_VIDEO', 'ACTION_CREATE_DOCUMENT', 'launch_application', 'ACTION_VIEW_RECENT_APPS']
['turn 1: Fetch any media files for preview. -> Opening file picker—select any files you’d like to preview. You can pick multiple items.', 'turn 2: Alright, create a new text document named PreviewList.txt. -> Here’s your new text file listing your selections: content://documents/PreviewList.txt', 'turn 3: Edit content://documents/PreviewList.txt to append numbering to each item -> Numbering appended to each entry in PreviewList.txt. You can check the updated list here: content://documents/PreviewList.txt', 'turn 4: I require a full summary of the contact details from /contacts/adam. -> Here’s the complete info for Adam:\n• Name: Adam Smith\n• Phone: +1-310-555-0145\n• Email: adam.smith@example.com\n• Address: 10 Downing Street, London, SW1A\xa02AA.']	Save those selections into a text file named PreviewList.txt	Create a new video file named TravelThemeCompilation.mp4 combining content://videos/travel_clip.mp4 and content://music/theme_song.mp3	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'text/plain', 'initial_name': 'PreviewList.txt'}}	ACTION_GET_CONTENT-196-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-get_contact_info-1_NR-ACTION_CREATE_DOCUMENT-1	1	['launch_application', 'ACTION_CREATE_DOCUMENT', 'ACTION_SET_TIMER', 'ACTION_OPEN_DOCUMENT', 'INTENT_ACTION_VIDEO_CAMERA']
"[""turn 1: I want to choose a single PDF report. -> Here's the report you selected: content://docs/annual_report.pdf"", 'turn 2: Could you let me pick a single text file from my device? -> Sure—opening your text files. Pick one to proceed.', ""turn 3: Alright, let's make a new text file called Notes.txt. -> Done—'Notes.txt' has been created at content://documents/Notes.txt. Ready when you are to start typing."", 'turn 4: Email content://documents/Notes.txt to team@example.com with subject Meeting Notes -> Your email to team@example.com has been sent.']"	Save that report into a new PDF named AnnualReport_Backup.pdf	Save content://docs/annual_report.pdf into a new PDF named AnnualReport_Backup.pdf	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/pdf', 'initial_name': 'AnnualReport_Backup.pdf'}}	ACTION_GET_CONTENT-174-ACTION_OPEN_DOCUMENT-1_NR-ACTION_CREATE_DOCUMENT-1-send_email-1-ACTION_CREATE_DOCUMENT-1	1	['ACTION_VIEW_SENT_EMAILS', 'ACTION_OPEN_DOCUMENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_SET_ALARM', 'play_video']
"['turn 1: Please let me select both video and audio clips. -> Here are your clips:\n- content://videos/travel_clip.mp4\n- content://music/theme_song.mp3', 'turn 2: Create a new MP4 file named TravelMemories.mp4 -> Video file TravelMemories.mp4 is now saved to content://documents/TravelMemories.mp4', ""turn 3: Edit content://documents/TravelMemories.mp4 to add the description 'Summer trip highlights' in the metadata -> Metadata updated! 'Summer trip highlights' has been added to TravelMemories.mp4. Access it here: content://documents/TravelMemories.mp4"", 'turn 4: Give me the email information for the contact found at /mycontacts/julia_d. -> Julia’s email is julia.daniels@personalmail.com.']"	Create a new video file named TravelThemeCompilation.mp4 combining those clips	Create a new ZIP archive named Backup_2024.zip for content://temp/backup_file.dat	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'video/mp4', 'initial_name': 'TravelThemeCompilation.mp4'}}	ACTION_GET_CONTENT-175-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-get_contact_info-1_NR-ACTION_CREATE_DOCUMENT-1	1	['send_message', 'ACTION_EDIT_DOCUMENT', 'ACTION_OPEN_CONTENT', 'ACTION_SHOW_ALARMS', 'ACTION_CREATE_DOCUMENT']
"[""turn 1: I'd like to upload any type of file for a quick backup. -> Your file has been selected for backup: content://files/backup_archive.zip"", ""turn 2: Trigger the device's still image camera app for a photo capture. -> Still image camera launched successfully. Ready when you are."", 'turn 3: Select any type of file for backup. -> Okay, file selected: content://temp/backup_file.dat', 'turn 4: Open content://temp/backup_file.dat -> Accessing file: content://temp/backup_file.dat.']"	Create a new ZIP archive named Backup_2024.zip for that backup file	Merge several text files into a new text document called CombinedAnalysis.txt	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/zip', 'initial_name': 'Backup_2024.zip'}}	ACTION_GET_CONTENT-170-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_GET_CONTENT-1-ACTION_OPEN_CONTENT-1-ACTION_CREATE_DOCUMENT-1	1	['dial', 'ACTION_EDIT_CONTACT', 'ACTION_VIEW_CALL_LOG', 'ACTION_CREATE_DOCUMENT', 'ACTION_OPEN_DOCUMENT']
"['turn 1: Select multiple images to include in a photo collage. -> Here are the images you picked for the collage:\n- content://gallery/holiday1.jpg\n- content://gallery/holiday2.jpg\n- content://gallery/holiday3.jpg\n- content://gallery/holiday4.jpg', 'turn 2: Create a new PDF document called HolidayCollage.pdf -> Your holiday collage is all set! PDF created at content://documents/HolidayCollage.pdf', 'turn 3: Edit content://documents/HolidayCollage.pdf to add captions under each image -> Captions added under each image in HolidayCollage.pdf. You can view the updated PDF at content://documents/HolidayCollage.pdf', ""turn 4: I'm planning to capture some video. Please start the video camera application. -> Video camera app launched successfully. You can begin your capture now.""]"	Create a new PDF document named HolidayCollage.pdf for those images.	Create a new PDF named PhotoCollage.pdf including content://gallery/holiday1.jpg, content://gallery/holiday2.jpg, content://gallery/holiday3.jpg, and content://gallery/holiday4.jpg	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'application/pdf', 'initial_name': 'HolidayCollage.pdf'}}	ACTION_GET_CONTENT-171-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-INTENT_ACTION_VIDEO_CAMERA-1_NR-ACTION_CREATE_DOCUMENT-1	1	['ACTION_GET_CONTENT', 'search_location', 'ACTION_VIEW_SENT_EMAILS', 'ACTION_OPEN_CONTENT', 'ACTION_CREATE_DOCUMENT']
"[""turn 1: I'd like to pull together several text files for analysis. -> Opening text file selector—feel free to choose multiple documents."", 'turn 2: Create a blank text file named AnalysisBundle.txt -> Starting a fresh text file: “AnalysisBundle.txt.” Please select a destination folder.', ""turn 3: Show me a summary of the contact information for /profile/quentin. -> Here's Quentin's contact summary: Phone: (212) 999-0000; Email: quentin.blake@domain.com; Address: 123 Broadway, New York, NY 10004."", 'turn 4: Call (212) 999-0000 -> Connecting you to (212) 999-0000...']"	Merge them into a new text document called CombinedAnalysis.txt	Mute content://videos/travel_clip.mp4	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'text/plain', 'initial_name': 'CombinedAnalysis.txt'}}	ACTION_GET_CONTENT-202-ACTION_CREATE_DOCUMENT-1-get_contact_info-1_NR-dial-1-ACTION_CREATE_DOCUMENT-1	1	['ACTION_INSERT_EVENT', 'ACTION_CREATE_DOCUMENT', 'ACTION_SET_ALARM', 'ACTION_VIEW_SENT_MESSAGES', 'web_search']
"['turn 1: Grab me several audio tracks to create a new playlist. -> Cool—got your tracks:\n• content://music/track01.mp3\n• content://music/track02.mp3\n• content://music/track03.mp3', 'turn 2: Compile content://music/track01.mp3, content://music/track02.mp3, and content://music/track03.mp3 into a playlist file named MyPlaylist.m3u -> All set! Your new playlist MyPlaylist.m3u is available at content://documents/MyPlaylist.m3u', ""turn 3: Edit content://documents/MyPlaylist.m3u to add a comment at the top indicating it's for workouts -> Workout note added at the top of MyPlaylist.m3u. Your playlist is updated: content://documents/MyPlaylist.m3u"", ""turn 4: Switch to the camera's still image mode so I can take a picture. -> Switched to still image mode. Smile when you're ready!""]"	Create a new M3U playlist file for these tracks and name it NewPlaylist.m3u	Trim content://videos/recording_003.mp4 to start at 10 seconds and end at 1 minute	{'plan': 'ACTION_CREATE_DOCUMENT', 'arguments': {'mime_type': 'audio/x-mpegurl', 'initial_name': 'NewPlaylist.m3u'}}	ACTION_GET_CONTENT-169-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_CREATE_DOCUMENT-1	1	['ACTION_EDIT_CONTACT', 'ACTION_SHOW_ALARMS', 'ACTION_VIEW_CONTACT', 'ACTION_CREATE_DOCUMENT', 'ACTION_VIDEO_CAPTURE']
"['turn 1: Please let me select both video and audio clips. -> Here are your clips:\n- content://videos/travel_clip.mp4\n- content://music/theme_song.mp3', 'turn 2: Create a new MP4 file named TravelMemories.mp4 -> Video file TravelMemories.mp4 is now saved to content://documents/TravelMemories.mp4', ""turn 3: Edit content://documents/TravelMemories.mp4 to add the description 'Summer trip highlights' in the metadata -> Metadata updated! 'Summer trip highlights' has been added to TravelMemories.mp4. Access it here: content://documents/TravelMemories.mp4"", 'turn 4: Give me the email information for the contact found at /mycontacts/julia_d. -> Julia’s email is julia.daniels@personalmail.com.']"	Mute that video clip	Create a new PDF document named HolidayCollage.pdf for content://gallery/holiday1.jpg, content://gallery/holiday2.jpg, content://gallery/holiday3.jpg, and content://gallery/holiday4.jpg.	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://videos/travel_clip.mp4', 'edit_options': {'mute': True}}}	ACTION_GET_CONTENT-175-ACTION_CREATE_DOCUMENT-1-ACTION_EDIT_DOCUMENT-1-get_contact_info-1_NR-ACTION_EDIT_VIDEO-1	1	['open_settings', 'ACTION_EDIT_VIDEO', 'ACTION_SET_TIMER', 'play_music', 'ACTION_EDIT_ALARM']
"[""turn 1: Start recording video now. -> I've captured your video. Check it out here: content://videos/recording_003.mp4."", 'turn 2: Email content://videos/recording_003.mp4 to editor@publish.com -> Your video has been sent to editor@publish.com.', ""turn 3: What have I sent from my Sent folder? -> Sent emails:\n• to editor@publish.com - 'recording_003.mp4'"", 'turn 4: I would like to see my web visit history from this week. -> Here’s your web visit history from this week: shop.nike.com; amazon.com/appliances; cnn.com/world']"	Trim that recording to start at 10 seconds and end at 1 minute	Trim content://interviews/intv1.mp4 from 2 minutes to 4 minutes	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://videos/recording_003.mp4', 'edit_options': {'start_time': 10000, 'end_time': 60000}}}	ACTION_VIDEO_CAPTURE-709-send_email-1-ACTION_VIEW_SENT_EMAILS-1-ACTION_VIEW_WEB_HISTORY-1_NR-ACTION_EDIT_VIDEO-1	1	['launch_application', 'ACTION_EDIT_VIDEO', 'ACTION_VIEW_PLAYLIST', 'open_settings', 'ACTION_INSERT_EVENT']
"['turn 1: Record this interview and save it as content://interviews/intv1.mp4. -> Interview captured successfully. You can find the file here: content://interviews/intv1.mp4.', 'turn 2: Could you deliver the address info for the URI /user/contact/paul? -> Paul’s address is 742 Evergreen Terrace, Springfield, IL 62704.', 'turn 3: Get directions to 742 Evergreen Terrace, Springfield, IL 62704. -> Here are the directions to 742 Evergreen Terrace, Springfield, IL 62704. Safe travels!', ""turn 4: Can you record an event 'Language Class'? The session on Spanish will be held at Community Hall from 1702100000000 to 1702103600000. -> Done! 'Language Class' – Session on Spanish at Community Hall is now in your calendar from 1702100000000 to 1702103600000. View it: content://calendar/event/106""]"	Trim that interview from 2 minutes to 4 minutes	Trim content://videos/quickcap_001.mp4 to start at 5 seconds and mute it	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://interviews/intv1.mp4', 'edit_options': {'start_time': 120000, 'end_time': 240000}}}	ACTION_VIDEO_CAPTURE-758-get_contact_info-1_NR-search_location-1-ACTION_INSERT_EVENT-1_NR-ACTION_EDIT_VIDEO-1	1	['ACTION_EDIT_ALARM', 'ACTION_VIEW_RECENT_APPS', 'get_contact_info_from_uri', 'ACTION_INSERT_CONTACT', 'ACTION_EDIT_VIDEO']
"['turn 1: Capture a quick video. -> Done! Your video has been recorded. Here’s the URI: content://videos/quickcap_001.mp4', 'turn 2: Text content://videos/quickcap_001.mp4 to mom with the message \'Look what I recorded!\' -> Video and message sent to mom: ""Look what I recorded!""', ""turn 3: I want to see my sent messages. -> Sent messages: Mom – 'Look what I recorded!' (video at content://videos/quickcap_001.mp4)"", 'turn 4: Start the Fitness app; I want to track my workout statistics. -> Fitness app launched. Ready to track your workout stats.']"	Trim that video to start at 5 seconds and mute it	Trim content://device/videos/video123.mp4 to the first minute	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://videos/quickcap_001.mp4', 'edit_options': {'start_time': 5000, 'mute': True}}}	ACTION_VIDEO_CAPTURE-706-send_message-1-ACTION_VIEW_SENT_MESSAGES-1-launch_application-1_NR-ACTION_EDIT_VIDEO-1	1	['ACTION_SHOW_TIMERS', 'ACTION_EDIT_VIDEO', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_EDIT_DOCUMENT', 'ACTION_VIEW_SENT_MESSAGES']
"['turn 1: Begin video shoot. -> Recording complete! The video is now available at content://device/videos/video123.mp4.', 'turn 2: Retrieve the full contact summary from /contacts/john_doe. -> Full summary for /contacts/john_doe:\nName: John Doe\nPhone: (555) 123-4567\nEmail: john.doe@contact.com\nAddress: 789 Oak Avenue, Springfield, IL', ""turn 3: Change /contacts/john_doe's name to Jonathan Doe and email to jonathan.doe@newmail.com -> Your changes are in—/contacts/john_doe is now Jonathan Doe, email set to jonathan.doe@newmail.com."", 'turn 4: Call (555) 123-4567 -> Dialing (555) 123-4567...']"	Trim that video to the first minute	Create a new M3U playlist file for content://music/track01.mp3, content://music/track02.mp3, and content://music/track03.mp3 and name it NewPlaylist.m3u	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://device/videos/video123.mp4', 'edit_options': {'start_time': 0, 'end_time': 60000}}}	ACTION_VIDEO_CAPTURE-757-get_contact_info-1_NR-ACTION_EDIT_CONTACT-1-dial-1-ACTION_EDIT_VIDEO-1	1	['ACTION_SET_ALARM', 'ACTION_EDIT_VIDEO', 'ACTION_VIEW_EVENT', 'INTENT_ACTION_STILL_IMAGE_CAMERA', 'ACTION_INSERT_EVENT']
['turn 1: Need a video capture, file URI: content://captures/vid_capture.mp4. -> Starting video capture now. Your file will be saved to content://captures/vid_capture.mp4.', 'turn 2: Trim content://captures/vid_capture.mp4 down to the first 5 minutes -> First 5 minutes extracted. Your trimmed video is available at content://captures/vid_capture_first5min.mp4.', 'turn 3: Play content://captures/vid_capture_first5min.mp4 -> Playback started for content://captures/vid_capture_first5min.mp4.', 'turn 4: Please bring up the standard camera mode to snap a photo. -> Standard camera mode is now active. Feel free to snap your picture.']	Mute that video	Mute content://captures/vid_capture_first5min.mp4	{'plan': 'ACTION_EDIT_VIDEO', 'arguments': {'video_uri': 'content://captures/vid_capture_first5min.mp4', 'edit_options': {'mute': True}}}	ACTION_VIDEO_CAPTURE-753-ACTION_EDIT_VIDEO-1-play_video-1-INTENT_ACTION_STILL_IMAGE_CAMERA-1_NR-ACTION_EDIT_VIDEO-1	1	['play_video', 'ACTION_GET_RINGTONE', 'dial', 'ACTION_VIEW_SENT_MESSAGES', 'ACTION_EDIT_VIDEO']
